Date,Product_ID,Product_Name,Category,Cost_Price,Selling_Price,Brand_Score,Inventory_Level,Sales,Days_to_Expire,Promotion_Flag,Discount_Percentage,Adjusted_Price,Weather,Holiday_Flag,Lead_Time_Days,Store_ID
2024-04-21,P0017,Product_17,Vegetables,143.21,185.11,7.59,125,8,10,0,0.0,185.11,Sunny,1,6,S1
2024-04-21,P0018,Product_18,Dairy,72.0,81.26,6.15,119,8,9,0,0.0,81.26,Sunny,1,5,S3
2024-04-21,P0019,Product_19,Bakery,18.43,25.63,6.32,41,1,10,0,0.0,25.63,Sunny,1,2,S5
2024-04-21,P0020,Product_20,Bakery,130.37,177.65,9.04,186,15,3,1,11.24,157.68,Sunny,1,5,S5
2024-04-21,P0021,Product_21,Snacks,39.65,43.74,7.12,185,14,12,0,0.0,43.74,Sunny,1,5,S5
2024-04-21,P0022,Product_22,Dairy,152.78,226.75,6.55,104,12,8,1,5.08,215.23,Sunny,1,6,S4
2024-04-21,P0023,Product_23,Beverages,79.42,101.53,6.94,199,20,3,1,23.73,77.44,Sunny,1,4,S4
2024-04-21,P0024,Product_24,Vegetables,128.92,179.67,6.92,160,10,6,1,29.44,126.78,Sunny,1,5,S5
2024-04-21,P0025,Product_25,Bakery,133.42,170.12,8.53,101,15,3,0,0.0,170.12,Sunny,1,5,S2
2024-04-21,P0026,Product_26,Beverages,145.09,184.36,9.28,52,9,4,1,24.92,138.42,Sunny,1,4,S5
2024-04-21,P0027,Product_27,Bakery,165.42,211.11,7.01,72,9,5,0,0.0,211.11,Sunny,1,3,S4
2024-04-21,P0028,Product_28,Dairy,65.39,93.87,7.32,80,5,4,1,27.31,68.23,Sunny,1,4,S3
2024-04-21,P0029,Product_29,Snacks,114.98,166.98,7.35,141,20,13,0,0.0,166.98,Sunny,1,5,S4
2024-04-21,P0030,Product_30,Dairy,166.6,187.62,9.14,160,15,3,1,14.24,160.9,Sunny,1,2,S4
2024-04-21,P0031,Product_31,Beverages,75.23,89.18,7.0,115,10,5,1,13.24,77.37,Sunny,1,3,S3
2024-04-21,P0032,Product_32,Beverages,179.11,230.36,9.09,143,15,9,0,0.0,230.36,Sunny,1,3,S1
2024-04-21,P0033,Product_33,Beverages,12.54,15.99,5.61,123,9,10,0,0.0,15.99,Sunny,1,3,S2
2024-04-21,P0034,Product_34,Snacks,125.82,169.02,5.18,42,1,10,1,22.56,130.89,Sunny,1,3,S4
2024-04-21,P0035,Product_35,Vegetables,46.11,57.57,9.05,110,13,8,1,15.2,48.82,Sunny,1,3,S2
2024-04-21,P0036,Product_36,Beverages,100.12,112.52,8.87,92,8,1,0,0.0,112.52,Sunny,1,3,S2
2024-04-21,P0037,Product_37,Dairy,164.56,229.97,5.5,181,13,5,0,0.0,229.97,Sunny,1,5,S3
2024-04-21,P0038,Product_38,Dairy,32.58,45.75,8.94,80,3,1,1,12.3,40.12,Sunny,1,2,S2
2024-04-21,P0039,Product_39,Beverages,54.14,80.64,7.95,179,23,14,0,0.0,80.64,Sunny,1,4,S5
2024-04-21,P0040,Product_40,Dairy,182.31,263.19,7.57,56,3,6,0,0.0,263.19,Sunny,1,5,S3
2024-04-21,P0041,Product_41,Bakery,111.83,142.31,6.5,154,11,11,0,0.0,142.31,Sunny,1,6,S1
2024-04-21,P0042,Product_42,Snacks,121.73,172.12,8.19,37,1,14,0,0.0,172.12,Sunny,1,4,S5
2024-04-21,P0043,Product_43,Snacks,140.68,172.7,5.05,162,17,4,0,0.0,172.7,Sunny,1,2,S1
2024-04-21,P0044,Product_44,Snacks,162.24,184.25,6.01,101,11,9,0,0.0,184.25,Sunny,1,5,S5
2024-04-21,P0045,Product_45,Snacks,48.71,61.76,6.03,52,7,2,0,0.0,61.76,Sunny,1,4,S4
2024-04-21,P0046,Product_46,Dairy,146.89,202.67,6.45,64,6,8,0,0.0,202.67,Sunny,1,4,S4
2024-04-21,P0047,Product_47,Vegetables,93.03,110.07,6.46,136,15,5,0,0.0,110.07,Sunny,1,6,S5
2024-04-21,P0048,Product_48,Snacks,85.28,98.34,8.02,142,14,7,0,0.0,98.34,Sunny,1,2,S2
2024-04-21,P0049,Product_49,Beverages,71.24,99.66,5.57,144,14,1,0,0.0,99.66,Sunny,1,3,S4
2024-04-21,P0050,Product_50,Bakery,58.98,68.71,5.11,113,13,5,1,22.75,53.08,Sunny,1,6,S2
2024-04-21,P0051,Product_51,Snacks,144.0,171.83,9.3,177,25,8,0,0.0,171.83,Sunny,1,2,S2
2024-04-21,P0052,Product_52,Bakery,173.03,203.5,5.93,140,10,5,0,0.0,203.5,Sunny,1,4,S5
2024-04-21,P0053,Product_53,Vegetables,63.64,72.15,9.49,156,16,9,0,0.0,72.15,Sunny,1,4,S4
2024-04-21,P0054,Product_54,Vegetables,125.83,188.74,8.11,145,21,10,0,0.0,188.74,Sunny,1,4,S2
2024-04-21,P0055,Product_55,Bakery,91.48,125.39,8.61,173,29,12,1,24.28,94.95,Sunny,1,4,S3
2024-04-21,P0056,Product_56,Dairy,107.61,130.12,8.68,103,19,9,0,0.0,130.12,Sunny,1,3,S3
2024-04-21,P0057,Product_57,Beverages,66.1,95.13,5.95,126,12,14,1,20.99,75.16,Sunny,1,6,S3
2024-04-21,P0058,Product_58,Beverages,64.47,91.7,6.71,115,16,14,0,0.0,91.7,Sunny,1,4,S5
2024-04-21,P0059,Product_59,Vegetables,122.85,178.07,5.14,170,20,14,1,6.46,166.57,Sunny,1,6,S2
2024-04-21,P0060,Product_60,Vegetables,61.17,79.32,6.85,124,11,4,0,0.0,79.32,Sunny,1,3,S1
2024-04-21,P0061,Product_61,Dairy,108.16,119.31,8.23,93,22,7,0,0.0,119.31,Sunny,1,4,S3
2024-04-21,P0062,Product_62,Snacks,147.05,185.28,5.35,131,14,1,0,0.0,185.28,Sunny,1,3,S2
2024-04-21,P0063,Product_63,Snacks,133.4,177.77,8.53,68,8,2,0,0.0,177.77,Sunny,1,6,S1
2024-04-21,P0064,Product_64,Vegetables,14.05,16.33,9.06,160,18,4,0,0.0,16.33,Sunny,1,3,S3
2024-04-21,P0065,Product_65,Vegetables,22.51,30.57,7.81,173,12,12,0,0.0,30.57,Sunny,1,4,S4
2024-04-21,P0066,Product_66,Dairy,176.97,236.5,9.43,68,8,13,0,0.0,236.5,Sunny,1,6,S3
2024-04-21,P0067,Product_67,Beverages,32.09,41.14,9.02,101,13,11,0,0.0,41.14,Sunny,1,6,S5
2024-04-21,P0068,Product_68,Snacks,73.93,81.33,6.93,143,13,12,1,6.68,75.9,Sunny,1,3,S2
2024-04-21,P0069,Product_69,Dairy,157.76,214.73,9.01,169,15,1,0,0.0,214.73,Sunny,1,6,S5
2024-04-21,P0070,Product_70,Beverages,81.86,120.31,5.58,88,6,10,1,14.98,102.29,Sunny,1,3,S2
2024-04-21,P0071,Product_71,Snacks,124.65,182.64,7.78,190,13,14,0,0.0,182.64,Sunny,1,3,S3
2024-04-21,P0072,Product_72,Vegetables,123.55,152.99,7.52,197,23,8,1,16.76,127.35,Sunny,1,2,S4
2024-04-21,P0073,Product_73,Vegetables,140.27,172.28,6.67,109,11,10,1,15.3,145.92,Sunny,1,5,S4
2024-04-21,P0074,Product_74,Vegetables,63.05,73.54,7.52,83,5,9,0,0.0,73.54,Sunny,1,3,S4
2024-04-21,P0075,Product_75,Beverages,51.31,74.88,7.04,162,8,8,1,15.46,63.3,Sunny,1,3,S5
2024-04-21,P0076,Product_76,Vegetables,123.51,148.88,6.37,78,8,5,0,0.0,148.88,Sunny,1,3,S5
2024-04-21,P0077,Product_77,Dairy,76.62,112.35,6.16,139,13,3,0,0.0,112.35,Sunny,1,4,S1
2024-04-21,P0078,Product_78,Beverages,166.04,195.75,6.76,158,14,2,1,21.33,154.0,Sunny,1,4,S1
2024-04-21,P0079,Product_79,Dairy,158.52,208.73,5.22,85,14,6,0,0.0,208.73,Sunny,1,6,S4
2024-04-21,P0080,Product_80,Vegetables,61.72,69.68,7.27,96,12,8,0,0.0,69.68,Sunny,1,6,S3
2024-04-21,P0081,Product_81,Snacks,174.77,200.64,7.17,142,18,5,0,0.0,200.64,Sunny,1,4,S5
2024-04-21,P0082,Product_82,Bakery,62.2,81.66,9.18,123,15,12,0,0.0,81.66,Sunny,1,5,S5
2024-04-21,P0083,Product_83,Vegetables,90.76,104.41,5.3,196,19,10,1,25.27,78.03,Sunny,1,2,S3
2024-04-21,P0084,Product_84,Snacks,193.65,269.57,5.22,117,11,4,0,0.0,269.57,Sunny,1,6,S4
2024-04-21,P0085,Product_85,Beverages,27.2,40.03,8.24,129,15,1,1,7.16,37.16,Sunny,1,4,S1
2024-04-21,P0086,Product_86,Dairy,171.93,189.99,7.11,104,9,4,1,8.49,173.86,Sunny,1,5,S5
2024-04-21,P0087,Product_87,Bakery,199.25,253.27,6.34,81,10,2,0,0.0,253.27,Sunny,1,6,S5
2024-04-21,P0088,Product_88,Bakery,72.32,94.75,9.0,34,5,4,0,0.0,94.75,Sunny,1,6,S4
2024-04-21,P0089,Product_89,Bakery,125.11,173.91,8.84,133,19,5,0,0.0,173.91,Sunny,1,4,S2
2024-04-21,P0090,Product_90,Beverages,39.62,47.23,6.03,121,11,6,1,22.32,36.69,Sunny,1,2,S1
2024-04-21,P0091,Product_91,Bakery,162.18,201.36,7.22,138,17,7,0,0.0,201.36,Sunny,1,2,S5
2024-04-21,P0092,Product_92,Dairy,162.91,194.76,7.54,86,7,11,0,0.0,194.76,Sunny,1,2,S4
2024-04-21,P0093,Product_93,Dairy,191.09,213.18,8.97,37,2,6,0,0.0,213.18,Sunny,1,5,S5
2024-04-21,P0094,Product_94,Snacks,27.28,38.48,5.27,81,3,13,0,0.0,38.48,Sunny,1,4,S5
2024-04-21,P0095,Product_95,Vegetables,147.88,188.77,5.85,150,15,10,0,0.0,188.77,Sunny,1,5,S5
2024-04-21,P0096,Product_96,Vegetables,163.63,242.8,8.76,78,13,14,0,0.0,242.8,Sunny,1,2,S1
2024-04-21,P0097,Product_97,Beverages,53.56,59.59,6.13,32,3,4,0,0.0,59.59,Sunny,1,3,S3
2024-04-21,P0098,Product_98,Snacks,97.22,144.45,6.85,194,19,5,0,0.0,144.45,Sunny,1,4,S3
2024-04-21,P0099,Product_99,Dairy,41.69,59.17,8.74,98,6,9,1,7.57,54.69,Sunny,1,2,S1
2024-04-21,P0100,Product_100,Snacks,24.78,35.56,5.8,93,6,14,1,28.78,25.33,Sunny,1,3,S3
2024-04-22,P0001,Product_1,Dairy,81.28,112.99,6.38,40,3,3,0,0.0,112.99,Snowy,0,6,S4
2024-04-22,P0002,Product_2,Vegetables,115.73,166.25,7.16,175,23,5,0,0.0,166.25,Snowy,0,4,S5
2024-04-22,P0003,Product_3,Beverages,197.95,289.02,5.93,53,3,1,0,0.0,289.02,Snowy,0,2,S5
2024-04-22,P0004,Product_4,Vegetables,179.66,251.81,6.29,43,3,2,1,29.04,178.68,Snowy,0,3,S1
2024-04-22,P0005,Product_5,Snacks,141.32,193.58,9.19,174,10,10,1,15.99,162.63,Snowy,0,3,S5
2024-04-22,P0006,Product_6,Snacks,100.18,118.22,5.02,159,16,7,0,0.0,118.22,Snowy,0,6,S1
2024-04-22,P0007,Product_7,Bakery,195.97,222.27,6.46,175,18,10,0,0.0,222.27,Snowy,0,5,S3
2024-04-22,P0008,Product_8,Snacks,42.86,47.27,8.25,194,19,6,1,17.72,38.89,Snowy,0,2,S4
2024-04-22,P0009,Product_9,Snacks,40.63,60.38,7.26,118,14,10,0,0.0,60.38,Snowy,0,3,S4
2024-04-22,P0010,Product_10,Bakery,46.49,51.74,5.92,173,18,13,1,27.22,37.66,Snowy,0,2,S3
2024-04-22,P0011,Product_11,Dairy,14.58,18.95,6.48,43,5,13,0,0.0,18.95,Snowy,0,6,S5
2024-04-22,P0012,Product_12,Dairy,20.12,24.06,7.28,149,9,11,1,8.61,21.99,Snowy,0,3,S1
2024-04-22,P0013,Product_13,Snacks,97.88,124.68,8.74,145,18,13,0,0.0,124.68,Snowy,0,5,S4
2024-04-22,P0014,Product_14,Dairy,145.83,204.86,8.14,73,4,2,1,16.58,170.89,Snowy,0,5,S4
2024-04-22,P0015,Product_15,Beverages,54.13,60.98,8.74,105,10,13,0,0.0,60.98,Snowy,0,5,S1
2024-04-22,P0016,Product_16,Dairy,172.47,195.1,6.71,166,18,11,0,0.0,195.1,Snowy,0,4,S2
2024-04-22,P0017,Product_17,Vegetables,143.21,185.11,7.59,107,13,6,1,28.65,132.08,Snowy,0,2,S1
2024-04-22,P0018,Product_18,Dairy,72.0,81.26,6.15,103,13,7,0,0.0,81.26,Snowy,0,2,S1
2024-04-22,P0019,Product_19,Bakery,18.43,25.63,6.32,134,12,3,0,0.0,25.63,Snowy,0,4,S4
2024-04-22,P0020,Product_20,Bakery,130.37,177.65,9.04,185,17,9,1,13.79,153.15,Snowy,0,2,S1
2024-04-22,P0021,Product_21,Snacks,39.65,43.74,7.12,147,11,5,0,0.0,43.74,Snowy,0,3,S5
2024-04-22,P0022,Product_22,Dairy,152.78,226.75,6.55,32,5,14,0,0.0,226.75,Snowy,0,6,S4
2024-04-22,P0023,Product_23,Beverages,79.42,101.53,6.94,104,15,8,0,0.0,101.53,Snowy,0,4,S4
2024-04-22,P0024,Product_24,Vegetables,128.92,179.67,6.92,82,9,12,0,0.0,179.67,Snowy,0,3,S5
2024-04-22,P0025,Product_25,Bakery,133.42,170.12,8.53,32,3,1,0,0.0,170.12,Snowy,0,4,S2
2024-04-22,P0026,Product_26,Beverages,145.09,184.36,9.28,71,7,11,0,0.0,184.36,Snowy,0,2,S3
2024-04-22,P0027,Product_27,Bakery,165.42,211.11,7.01,146,16,14,0,0.0,211.11,Snowy,0,2,S1
2024-04-22,P0028,Product_28,Dairy,65.39,93.87,7.32,48,2,11,0,0.0,93.87,Snowy,0,4,S3
2024-04-22,P0029,Product_29,Snacks,114.98,166.98,7.35,60,7,10,1,24.74,125.67,Snowy,0,5,S1
2024-04-22,P0030,Product_30,Dairy,166.6,187.62,9.14,59,2,8,1,5.67,176.98,Snowy,0,5,S4
2024-04-22,P0031,Product_31,Beverages,75.23,89.18,7.0,167,21,2,0,0.0,89.18,Snowy,0,4,S3
2024-04-22,P0032,Product_32,Beverages,179.11,230.36,9.09,106,11,3,1,10.28,206.68,Snowy,0,4,S2
2024-04-22,P0033,Product_33,Beverages,12.54,15.99,5.61,45,5,8,0,0.0,15.99,Snowy,0,5,S3
2024-04-22,P0034,Product_34,Snacks,125.82,169.02,5.18,79,10,14,1,23.06,130.04,Snowy,0,6,S5
2024-04-22,P0035,Product_35,Vegetables,46.11,57.57,9.05,41,3,10,1,8.05,52.94,Snowy,0,2,S2
2024-04-22,P0036,Product_36,Beverages,100.12,112.52,8.87,173,16,8,0,0.0,112.52,Snowy,0,4,S3
2024-04-22,P0037,Product_37,Dairy,164.56,229.97,5.5,122,8,14,0,0.0,229.97,Snowy,0,4,S5
2024-04-22,P0038,Product_38,Dairy,32.58,45.75,8.94,145,20,10,0,0.0,45.75,Snowy,0,2,S2
2024-04-22,P0039,Product_39,Beverages,54.14,80.64,7.95,82,11,6,0,0.0,80.64,Snowy,0,5,S1
2024-04-22,P0040,Product_40,Dairy,182.31,263.19,7.57,58,5,14,0,0.0,263.19,Snowy,0,2,S3
2024-04-22,P0041,Product_41,Bakery,111.83,142.31,6.5,118,19,11,0,0.0,142.31,Snowy,0,5,S1
2024-04-22,P0042,Product_42,Snacks,121.73,172.12,8.19,72,5,2,0,0.0,172.12,Snowy,0,4,S4
2024-04-22,P0043,Product_43,Snacks,140.68,172.7,5.05,47,5,1,0,0.0,172.7,Snowy,0,3,S1
2024-04-22,P0044,Product_44,Snacks,162.24,184.25,6.01,37,5,10,1,21.41,144.8,Snowy,0,3,S3
2024-04-22,P0045,Product_45,Snacks,48.71,61.76,6.03,68,8,10,0,0.0,61.76,Snowy,0,3,S2
2024-04-22,P0046,Product_46,Dairy,146.89,202.67,6.45,66,12,2,0,0.0,202.67,Snowy,0,5,S4
2024-04-22,P0047,Product_47,Vegetables,93.03,110.07,6.46,115,13,6,0,0.0,110.07,Snowy,0,2,S3
2024-04-22,P0048,Product_48,Snacks,85.28,98.34,8.02,171,20,4,0,0.0,98.34,Snowy,0,5,S5
2024-04-22,P0049,Product_49,Beverages,71.24,99.66,5.57,157,18,4,0,0.0,99.66,Snowy,0,5,S1
2024-04-22,P0050,Product_50,Bakery,58.98,68.71,5.11,79,10,4,0,0.0,68.71,Snowy,0,6,S2
2024-04-22,P0051,Product_51,Snacks,144.0,171.83,9.3,130,14,11,0,0.0,171.83,Snowy,0,4,S3
2024-04-22,P0052,Product_52,Bakery,173.03,203.5,5.93,66,6,5,0,0.0,203.5,Snowy,0,6,S5
2024-04-22,P0053,Product_53,Vegetables,63.64,72.15,9.49,148,14,1,1,13.73,62.24,Snowy,0,3,S2
2024-04-22,P0054,Product_54,Vegetables,125.83,188.74,8.11,131,9,2,0,0.0,188.74,Snowy,0,6,S3
2024-04-22,P0055,Product_55,Bakery,91.48,125.39,8.61,129,6,8,0,0.0,125.39,Snowy,0,3,S4
2024-04-22,P0056,Product_56,Dairy,107.61,130.12,8.68,101,14,9,0,0.0,130.12,Snowy,0,2,S2
2024-04-22,P0057,Product_57,Beverages,66.1,95.13,5.95,61,3,12,1,25.03,71.32,Snowy,0,3,S3
2024-04-22,P0058,Product_58,Beverages,64.47,91.7,6.71,197,21,7,1,10.12,82.42,Snowy,0,4,S1
2024-04-22,P0059,Product_59,Vegetables,122.85,178.07,5.14,148,13,3,1,21.87,139.13,Snowy,0,5,S1
2024-04-22,P0060,Product_60,Vegetables,61.17,79.32,6.85,63,9,14,0,0.0,79.32,Snowy,0,2,S1
2024-04-22,P0061,Product_61,Dairy,108.16,119.31,8.23,177,21,11,0,0.0,119.31,Snowy,0,6,S4
2024-04-22,P0062,Product_62,Snacks,147.05,185.28,5.35,191,27,11,0,0.0,185.28,Snowy,0,6,S2
2024-04-22,P0063,Product_63,Snacks,133.4,177.77,8.53,96,10,1,0,0.0,177.77,Snowy,0,3,S3
2024-04-22,P0064,Product_64,Vegetables,14.05,16.33,9.06,156,21,11,1,27.44,11.85,Snowy,0,2,S4
2024-04-22,P0065,Product_65,Vegetables,22.51,30.57,7.81,159,16,3,0,0.0,30.57,Snowy,0,4,S2
2024-04-22,P0066,Product_66,Dairy,176.97,236.5,9.43,139,22,4,0,0.0,236.5,Snowy,0,4,S1
2024-04-22,P0067,Product_67,Beverages,32.09,41.14,9.02,83,6,3,1,10.59,36.78,Snowy,0,2,S5
2024-04-22,P0068,Product_68,Snacks,73.93,81.33,6.93,178,16,7,0,0.0,81.33,Snowy,0,6,S1
2024-04-22,P0069,Product_69,Dairy,157.76,214.73,9.01,151,11,7,0,0.0,214.73,Snowy,0,5,S3
2024-04-22,P0070,Product_70,Beverages,81.86,120.31,5.58,82,11,12,0,0.0,120.31,Snowy,0,5,S5
2024-04-22,P0071,Product_71,Snacks,124.65,182.64,7.78,35,1,2,0,0.0,182.64,Snowy,0,2,S2
2024-04-22,P0072,Product_72,Vegetables,123.55,152.99,7.52,178,20,1,0,0.0,152.99,Snowy,0,5,S3
2024-04-22,P0073,Product_73,Vegetables,140.27,172.28,6.67,197,30,3,0,0.0,172.28,Snowy,0,6,S4
2024-04-22,P0074,Product_74,Vegetables,63.05,73.54,7.52,89,9,11,0,0.0,73.54,Snowy,0,6,S1
2024-04-22,P0075,Product_75,Beverages,51.31,74.88,7.04,61,7,7,1,26.17,55.28,Snowy,0,2,S5
2024-04-22,P0076,Product_76,Vegetables,123.51,148.88,6.37,48,5,10,0,0.0,148.88,Snowy,0,4,S4
2024-04-22,P0077,Product_77,Dairy,76.62,112.35,6.16,169,16,4,0,0.0,112.35,Snowy,0,5,S3
2024-04-22,P0078,Product_78,Beverages,166.04,195.75,6.76,91,11,10,0,0.0,195.75,Snowy,0,4,S2
2024-04-22,P0079,Product_79,Dairy,158.52,208.73,5.22,90,14,14,1,14.27,178.94,Snowy,0,2,S1
2024-04-22,P0080,Product_80,Vegetables,61.72,69.68,7.27,147,15,9,0,0.0,69.68,Snowy,0,4,S4
2024-04-22,P0081,Product_81,Snacks,174.77,200.64,7.17,87,11,1,0,0.0,200.64,Snowy,0,2,S1
2024-04-22,P0082,Product_82,Bakery,62.2,81.66,9.18,114,11,6,0,0.0,81.66,Snowy,0,3,S4
2024-04-22,P0083,Product_83,Vegetables,90.76,104.41,5.3,140,14,9,0,0.0,104.41,Snowy,0,3,S1
2024-04-22,P0084,Product_84,Snacks,193.65,269.57,5.22,106,10,1,1,15.25,228.46,Snowy,0,4,S4
2024-04-22,P0085,Product_85,Beverages,27.2,40.03,8.24,118,6,6,1,16.78,33.31,Snowy,0,3,S2
2024-04-22,P0086,Product_86,Dairy,171.93,189.99,7.11,90,6,11,0,0.0,189.99,Snowy,0,2,S3
2024-04-22,P0087,Product_87,Bakery,199.25,253.27,6.34,37,9,1,0,0.0,253.27,Snowy,0,2,S5
2024-04-22,P0088,Product_88,Bakery,72.32,94.75,9.0,183,14,2,1,15.35,80.21,Snowy,0,2,S2
2024-04-22,P0089,Product_89,Bakery,125.11,173.91,8.84,150,13,9,1,13.84,149.84,Snowy,0,4,S4
2024-04-22,P0090,Product_90,Beverages,39.62,47.23,6.03,110,6,2,0,0.0,47.23,Snowy,0,6,S3
2024-04-22,P0091,Product_91,Bakery,162.18,201.36,7.22,142,8,13,0,0.0,201.36,Snowy,0,3,S5
2024-04-22,P0092,Product_92,Dairy,162.91,194.76,7.54,122,13,3,0,0.0,194.76,Snowy,0,3,S1
2024-04-22,P0093,Product_93,Dairy,191.09,213.18,8.97,35,5,7,0,0.0,213.18,Snowy,0,3,S4
2024-04-22,P0094,Product_94,Snacks,27.28,38.48,5.27,138,16,5,1,7.47,35.61,Snowy,0,3,S5
2024-04-22,P0095,Product_95,Vegetables,147.88,188.77,5.85,118,9,12,0,0.0,188.77,Snowy,0,3,S2
2024-04-22,P0096,Product_96,Vegetables,163.63,242.8,8.76,133,10,6,1,20.11,193.97,Snowy,0,3,S4
2024-04-22,P0097,Product_97,Beverages,53.56,59.59,6.13,171,25,12,0,0.0,59.59,Snowy,0,3,S3
2024-04-22,P0098,Product_98,Snacks,97.22,144.45,6.85,150,15,11,0,0.0,144.45,Snowy,0,2,S3
2024-04-22,P0099,Product_99,Dairy,41.69,59.17,8.74,130,16,2,1,29.03,41.99,Snowy,0,5,S4
2024-04-22,P0100,Product_100,Snacks,24.78,35.56,5.8,162,17,13,0,0.0,35.56,Snowy,0,4,S3
2024-04-23,P0001,Product_1,Dairy,81.28,112.99,6.38,35,1,4,1,18.61,91.96,Snowy,0,3,S5
2024-04-23,P0002,Product_2,Vegetables,115.73,166.25,7.16,132,14,5,0,0.0,166.25,Snowy,0,3,S1
2024-04-23,P0003,Product_3,Beverages,197.95,289.02,5.93,89,8,5,0,0.0,289.02,Snowy,0,2,S3
2024-04-23,P0004,Product_4,Vegetables,179.66,251.81,6.29,70,6,1,0,0.0,251.81,Snowy,0,2,S1
2024-04-23,P0005,Product_5,Snacks,141.32,193.58,9.19,128,18,3,0,0.0,193.58,Snowy,0,4,S4
2024-04-23,P0006,Product_6,Snacks,100.18,118.22,5.02,134,15,14,0,0.0,118.22,Snowy,0,6,S4
2024-04-23,P0007,Product_7,Bakery,195.97,222.27,6.46,161,14,7,0,0.0,222.27,Snowy,0,4,S4
2024-04-23,P0008,Product_8,Snacks,42.86,47.27,8.25,190,23,5,0,0.0,47.27,Snowy,0,6,S5
2024-04-23,P0009,Product_9,Snacks,40.63,60.38,7.26,146,21,11,1,13.27,52.37,Snowy,0,6,S2
2024-04-23,P0010,Product_10,Bakery,46.49,51.74,5.92,173,14,5,1,25.94,38.32,Snowy,0,3,S3
2024-04-23,P0011,Product_11,Dairy,14.58,18.95,6.48,196,17,6,1,11.72,16.73,Snowy,0,3,S3
2024-04-23,P0012,Product_12,Dairy,20.12,24.06,7.28,182,14,6,0,0.0,24.06,Snowy,0,4,S4
2024-04-23,P0013,Product_13,Snacks,97.88,124.68,8.74,131,11,14,0,0.0,124.68,Snowy,0,4,S1
2024-04-23,P0014,Product_14,Dairy,145.83,204.86,8.14,70,8,11,0,0.0,204.86,Snowy,0,4,S2
2024-04-23,P0015,Product_15,Beverages,54.13,60.98,8.74,111,10,12,0,0.0,60.98,Snowy,0,5,S2
2024-04-23,P0016,Product_16,Dairy,172.47,195.1,6.71,130,16,14,1,19.92,156.24,Snowy,0,6,S3
2024-04-23,P0017,Product_17,Vegetables,143.21,185.11,7.59,106,10,9,0,0.0,185.11,Snowy,0,4,S3
2024-04-23,P0018,Product_18,Dairy,72.0,81.26,6.15,64,4,13,0,0.0,81.26,Snowy,0,5,S4
2024-04-23,P0019,Product_19,Bakery,18.43,25.63,6.32,101,10,12,0,0.0,25.63,Snowy,0,5,S5
2024-04-23,P0020,Product_20,Bakery,130.37,177.65,9.04,31,4,6,0,0.0,177.65,Snowy,0,6,S3
2024-04-23,P0021,Product_21,Snacks,39.65,43.74,7.12,115,13,6,0,0.0,43.74,Snowy,0,3,S1
2024-04-23,P0022,Product_22,Dairy,152.78,226.75,6.55,69,4,11,0,0.0,226.75,Snowy,0,4,S3
2024-04-23,P0023,Product_23,Beverages,79.42,101.53,6.94,101,16,10,1,15.89,85.4,Snowy,0,2,S5
2024-04-23,P0024,Product_24,Vegetables,128.92,179.67,6.92,75,10,14,0,0.0,179.67,Snowy,0,4,S5
2024-04-23,P0025,Product_25,Bakery,133.42,170.12,8.53,80,6,11,0,0.0,170.12,Snowy,0,2,S2
2024-04-23,P0026,Product_26,Beverages,145.09,184.36,9.28,163,26,5,1,8.88,167.99,Snowy,0,6,S5
2024-04-23,P0027,Product_27,Bakery,165.42,211.11,7.01,140,13,8,1,11.21,187.44,Snowy,0,4,S1
2024-04-23,P0028,Product_28,Dairy,65.39,93.87,7.32,69,5,7,0,0.0,93.87,Snowy,0,3,S1
2024-04-23,P0029,Product_29,Snacks,114.98,166.98,7.35,46,6,6,0,0.0,166.98,Snowy,0,2,S4
2024-04-23,P0030,Product_30,Dairy,166.6,187.62,9.14,147,14,11,0,0.0,187.62,Snowy,0,3,S2
2024-04-23,P0031,Product_31,Beverages,75.23,89.18,7.0,31,1,1,0,0.0,89.18,Snowy,0,2,S5
2024-04-23,P0032,Product_32,Beverages,179.11,230.36,9.09,47,2,2,1,11.34,204.24,Snowy,0,2,S2
2024-04-23,P0033,Product_33,Beverages,12.54,15.99,5.61,82,5,9,0,0.0,15.99,Snowy,0,2,S3
2024-04-23,P0034,Product_34,Snacks,125.82,169.02,5.18,107,11,6,0,0.0,169.02,Snowy,0,5,S2
2024-04-23,P0035,Product_35,Vegetables,46.11,57.57,9.05,197,16,10,0,0.0,57.57,Snowy,0,4,S2
2024-04-23,P0036,Product_36,Beverages,100.12,112.52,8.87,116,11,3,0,0.0,112.52,Snowy,0,4,S2
2024-04-23,P0037,Product_37,Dairy,164.56,229.97,5.5,124,14,1,0,0.0,229.97,Snowy,0,3,S4
2024-04-23,P0038,Product_38,Dairy,32.58,45.75,8.94,186,15,1,0,0.0,45.75,Snowy,0,2,S1
2024-04-23,P0039,Product_39,Beverages,54.14,80.64,7.95,151,17,7,0,0.0,80.64,Snowy,0,3,S5
2024-04-23,P0040,Product_40,Dairy,182.31,263.19,7.57,162,13,6,0,0.0,263.19,Snowy,0,6,S1
2024-04-23,P0041,Product_41,Bakery,111.83,142.31,6.5,187,19,7,0,0.0,142.31,Snowy,0,3,S5
2024-04-23,P0042,Product_42,Snacks,121.73,172.12,8.19,120,8,12,0,0.0,172.12,Snowy,0,5,S5
