product_id,product_name,category,base_price,days_to_expiry,demand_factor,current_stock,adjusted_price
WMT11842,Product_11842,Vegetables,187.61,1,1.06,81,194.89
WMT11843,Product_11843,Dairy,124.11,5,1.04,193,116.17
WMT11844,Product_11844,Meat,150.58,14,1.2,155,144.56
WMT11845,Product_11845,Dairy,95.9,27,0.83,225,63.68
WMT11846,Product_11846,Meat,104.81,16,0.98,16,82.17
WMT11847,Product_11847,Vegetables,133.5,2,1.03,209,132.0
WMT11848,Product_11848,Vegetables,42.62,18,0.98,154,33.41
WMT11849,Product_11849,Meat,134.19,3,1.25,69,157.67
WMT11850,Product_11850,Vegetables,148.52,23,1.26,133,149.71
WMT11851,Product_11851,Dairy,161.97,23,0.86,122,111.44
WMT11852,Product_11852,Fruits,150.99,25,1.47,239,177.56
WMT11853,Product_11853,Meat,36.82,9,1.22,181,36.83
WMT11854,Product_11854,Bakery,185.63,1,0.9,181,163.73
WMT11855,Product_11855,Bakery,170.29,13,0.94,92,128.06
WMT11856,Product_11856,Bakery,175.36,21,1.23,42,172.55
WMT11857,Product_11857,Fruits,64.21,30,1.08,194,55.48
WMT11858,Product_11858,Fruits,27.22,10,0.63,200,13.72
WMT11859,Product_11859,Vegetables,27.22,3,0.54,38,13.82
WMT11860,Product_11860,Meat,176.31,28,1.13,97,159.38
WMT11861,Product_11861,Bakery,25.56,5,0.99,235,22.77
WMT11862,Product_11862,Dairy,142.59,24,1.03,241,117.49
WMT11863,Product_11863,Meat,67.23,3,1.12,67,70.78
WMT11864,Product_11864,Meat,26.46,29,0.89,106,18.84
WMT11865,Product_11865,Fruits,167.73,28,1.49,209,199.93
WMT11866,Product_11866,Vegetables,53.47,13,0.78,255,33.37
WMT11867,Product_11867,Vegetables,186.23,11,0.65,43,96.84
WMT11868,Product_11868,Bakery,76.04,5,0.9,268,61.59
WMT11869,Product_11869,Bakery,81.27,12,0.95,149,61.77
WMT11870,Product_11870,Meat,89.67,22,0.92,173,66.0
WMT11871,Product_11871,Vegetables,95.17,15,0.83,47,63.19
WMT11872,Product_11872,Meat,165.94,17,1.37,118,181.87
WMT11873,Product_11873,Dairy,147.81,29,1.02,149,120.61
WMT11874,Product_11874,Fruits,36.01,22,0.61,57,17.57
WMT11875,Product_11875,Vegetables,56.04,10,0.84,123,37.66
WMT11876,Product_11876,Meat,171.54,21,0.98,26,134.49
WMT11877,Product_11877,Fruits,84.5,2,0.92,233,74.63
WMT11878,Product_11878,Bakery,104.99,30,1.12,120,94.07
WMT11879,Product_11879,Dairy,133.92,18,1.48,120,158.56
WMT11880,Product_11880,Meat,44.38,28,1.0,216,35.5
WMT11881,Product_11881,Vegetables,159.05,4,1.35,287,197.54
WMT11882,Product_11882,Dairy,160.19,1,1.02,267,160.13
WMT11883,Product_11883,Dairy,61.42,16,1.26,112,61.91
WMT11884,Product_11884,Meat,123.27,25,0.91,110,89.74
WMT11885,Product_11885,Dairy,52.88,5,0.84,205,39.98
WMT11886,Product_11886,Vegetables,128.08,22,1.49,129,152.67
WMT11887,Product_11887,Meat,49.97,2,0.82,14,39.34
WMT11888,Product_11888,Fruits,162.06,28,1.01,140,130.94
WMT11889,Product_11889,Dairy,52.65,26,1.5,145,63.18
WMT11890,Product_11890,Vegetables,68.21,27,1.07,202,58.39
WMT11891,Product_11891,Bakery,117.88,20,0.82,43,77.33
WMT11892,Product_11892,Vegetables,176.04,24,1.01,199,142.24
WMT11893,Product_11893,Fruits,24.0,13,1.03,200,19.78
WMT11894,Product_11894,Fruits,159.13,1,1.3,203,202.73
WMT11895,Product_11895,Dairy,93.66,12,0.83,120,62.19
WMT11896,Product_11896,Bakery,167.08,14,1.14,264,152.38
WMT11897,Product_11897,Dairy,147.95,21,0.57,39,67.47
WMT11898,Product_11898,Fruits,84.24,14,0.79,95,53.24
WMT11899,Product_11899,Vegetables,105.16,17,0.67,245,56.37
WMT11900,Product_11900,Meat,91.8,18,0.86,265,63.16
WMT11901,Product_11901,Meat,76.14,15,0.9,30,54.82
WMT11902,Product_11902,Vegetables,122.92,21,0.79,91,77.69
WMT11903,Product_11903,Bakery,193.27,30,1.05,176,162.35
WMT11904,Product_11904,Vegetables,191.89,17,1.23,137,188.82
WMT11905,Product_11905,Bakery,119.74,25,1.07,266,102.5
WMT11906,Product_11906,Fruits,38.0,5,0.61,58,20.86
WMT11907,Product_11907,Dairy,96.27,25,0.57,188,43.9
WMT11908,Product_11908,Vegetables,157.26,23,1.42,91,178.65
WMT11909,Product_11909,Fruits,49.91,12,0.73,282,29.15
WMT11910,Product_11910,Fruits,138.11,5,0.63,244,78.31
WMT11911,Product_11911,Dairy,73.18,9,0.85,227,51.01
WMT11912,Product_11912,Dairy,143.07,3,0.61,63,82.04
WMT11913,Product_11913,Vegetables,66.65,17,1.2,274,63.98
WMT11914,Product_11914,Vegetables,67.09,12,0.5,151,26.84
WMT11915,Product_11915,Meat,146.61,26,1.38,253,161.86
WMT11916,Product_11916,Fruits,194.7,29,1.03,159,160.43
WMT11917,Product_11917,Meat,176.08,5,0.76,203,120.44
WMT11918,Product_11918,Vegetables,190.84,23,0.82,51,125.19
WMT11919,Product_11919,Meat,93.12,22,0.84,99,62.58
WMT11920,Product_11920,Bakery,150.87,30,1.45,234,175.01
WMT11921,Product_11921,Fruits,67.77,8,1.4,180,79.7
WMT11922,Product_11922,Bakery,165.15,13,1.1,13,145.33
WMT11923,Product_11923,Bakery,117.94,19,1.14,183,107.56
WMT11924,Product_11924,Vegetables,190.73,20,1.47,24,224.3
WMT11925,Product_11925,Bakery,120.44,17,0.53,113,51.07
WMT11926,Product_11926,Vegetables,46.1,19,1.11,225,40.94
WMT11927,Product_11927,Dairy,58.43,5,0.97,39,51.01
WMT11928,Product_11928,Dairy,148.46,8,1.38,107,172.09
WMT11929,Product_11929,Meat,142.22,18,0.88,208,100.12
WMT11930,Product_11930,Dairy,134.18,23,1.05,68,112.71
WMT11931,Product_11931,Meat,163.7,30,0.57,97,74.65
WMT11932,Product_11932,Dairy,70.12,8,0.56,107,32.98
WMT11933,Product_11933,Dairy,162.03,18,0.65,31,84.26
WMT11934,Product_11934,Dairy,140.18,6,1.07,49,131.99
WMT11935,Product_11935,Bakery,74.37,26,1.15,259,68.42
WMT11936,Product_11936,Fruits,74.68,24,0.67,226,40.03
WMT11937,Product_11937,Meat,83.92,2,1.32,194,106.34
WMT11938,Product_11938,Dairy,139.67,8,1.45,26,170.12
WMT11939,Product_11939,Bakery,160.09,13,0.59,73,75.56
WMT11940,Product_11940,Dairy,162.39,29,0.87,100,113.02
WMT11941,Product_11941,Fruits,152.34,29,0.76,280,92.62
WMT11942,Product_11942,Meat,74.22,17,1.1,34,65.31
WMT11943,Product_11943,Bakery,79.14,28,0.94,245,59.51
WMT11944,Product_11944,Vegetables,145.94,11,0.84,243,98.07
WMT11945,Product_11945,Vegetables,51.88,7,1.11,92,49.52
WMT11946,Product_11946,Vegetables,133.28,22,0.91,56,97.03
WMT11947,Product_11947,Dairy,103.42,16,1.0,89,82.74
WMT11948,Product_11948,Meat,131.72,20,0.61,53,64.28
WMT11949,Product_11949,Fruits,125.56,3,1.02,83,120.39
WMT11950,Product_11950,Vegetables,66.21,20,0.99,75,52.44
WMT11951,Product_11951,Meat,88.3,1,0.89,250,77.02
WMT11952,Product_11952,Meat,29.98,28,1.23,232,29.5
WMT11953,Product_11953,Meat,31.56,10,1.04,150,26.26
WMT11954,Product_11954,Fruits,56.54,14,0.89,87,40.26
WMT11955,Product_11955,Fruits,124.28,11,1.41,185,140.19
WMT11956,Product_11956,Bakery,68.57,17,0.55,50,30.17
WMT11957,Product_11957,Fruits,182.64,9,1.1,99,164.74
WMT11958,Product_11958,Dairy,43.34,7,1.23,168,45.85
WMT11959,Product_11959,Dairy,92.58,9,1.08,85,81.99
WMT11960,Product_11960,Meat,70.69,27,1.31,228,74.08
WMT11961,Product_11961,Bakery,91.38,21,1.2,236,87.72
WMT11962,Product_11962,Bakery,189.53,29,0.6,135,90.97
WMT11963,Product_11963,Vegetables,43.82,18,1.06,20,37.16
WMT11964,Product_11964,Fruits,152.0,17,1.19,139,144.7
WMT11965,Product_11965,Meat,83.29,8,0.8,66,55.97
WMT11966,Product_11966,Meat,67.51,27,0.7,120,37.81
WMT11967,Product_11967,Fruits,153.16,2,0.56,70,82.34
WMT11968,Product_11968,Dairy,191.21,7,0.89,100,146.35
WMT11969,Product_11969,Meat,185.7,11,0.79,79,117.36
WMT11970,Product_11970,Meat,181.34,12,0.92,153,133.47
WMT11971,Product_11971,Fruits,150.39,1,1.39,212,204.86
WMT11972,Product_11972,Vegetables,160.09,20,0.56,58,71.72
WMT11973,Product_11973,Meat,170.47,25,1.06,250,144.56
WMT11974,Product_11974,Dairy,99.47,21,1.44,157,114.59
WMT11975,Product_11975,Vegetables,171.0,11,0.78,216,106.7
WMT11976,Product_11976,Vegetables,21.89,15,0.74,229,12.96
WMT11977,Product_11977,Fruits,94.39,10,0.71,253,53.61
WMT11978,Product_11978,Dairy,104.35,21,1.11,56,92.66
WMT11979,Product_11979,Meat,134.94,17,0.71,224,76.65
WMT11980,Product_11980,Fruits,140.1,11,0.6,17,67.25
WMT11981,Product_11981,Dairy,30.85,25,1.3,115,32.08
WMT11982,Product_11982,Meat,131.64,23,0.55,179,57.92
WMT11983,Product_11983,Dairy,141.75,23,1.47,228,166.7
WMT11984,Product_11984,Bakery,121.09,11,1.2,222,116.25
WMT11985,Product_11985,Fruits,63.42,30,0.66,217,33.49
WMT11986,Product_11986,Vegetables,130.08,29,0.77,53,80.13
WMT11987,Product_11987,Bakery,150.47,19,1.08,182,130.01
WMT11988,Product_11988,Dairy,65.96,8,1.32,158,73.14
WMT11989,Product_11989,Vegetables,120.68,27,1.18,213,113.92
WMT11990,Product_11990,Meat,48.96,26,0.53,76,20.76
WMT11991,Product_11991,Vegetables,148.6,29,0.67,94,79.65
WMT11992,Product_11992,Dairy,81.86,6,1.0,274,72.04
WMT11993,Product_11993,Dairy,190.5,1,1.26,283,235.23
WMT11994,Product_11994,Dairy,58.18,3,1.14,182,62.35
WMT11995,Product_11995,Bakery,40.84,23,1.32,72,43.13
WMT11996,Product_11996,Fruits,127.89,29,1.12,167,114.59
WMT11997,Product_11997,Meat,156.94,2,0.58,58,87.38
WMT11998,Product_11998,Bakery,160.97,8,0.95,95,128.45
WMT11999,Product_11999,Bakery,124.8,28,1.49,89,148.76
WMT12000,Product_12000,Meat,54.25,3,1.26,246,64.25
WMT12001,Product_12001,Meat,187.87,13,1.42,196,213.42
WMT12002,Product_12002,Dairy,113.06,9,0.8,204,74.17
WMT12003,Product_12003,Dairy,143.13,28,0.81,200,92.75
WMT12004,Product_12004,Fruits,168.17,10,0.66,236,88.79
WMT12005,Product_12005,Fruits,111.82,5,0.55,61,55.35
WMT12006,Product_12006,Vegetables,149.82,18,1.44,50,172.59
WMT12007,Product_12007,Vegetables,179.0,5,1.4,190,225.54
WMT12008,Product_12008,Fruits,150.2,18,1.41,285,169.43
WMT12009,Product_12009,Bakery,22.37,7,1.22,244,23.47
WMT12010,Product_12010,Fruits,62.52,4,0.66,34,37.96
WMT12011,Product_12011,Vegetables,110.07,2,0.56,51,59.17
WMT12012,Product_12012,Fruits,115.8,10,0.8,114,74.11
WMT12013,Product_12013,Fruits,189.08,15,1.33,110,201.18
WMT12014,Product_12014,Vegetables,81.15,27,0.95,188,61.67
WMT12015,Product_12015,Dairy,85.38,30,0.97,38,66.25
WMT12016,Product_12016,Fruits,90.42,26,1.07,215,77.4
WMT12017,Product_12017,Fruits,41.41,14,1.33,250,44.06
WMT12018,Product_12018,Fruits,36.91,22,1.45,267,42.82
WMT12019,Product_12019,Bakery,35.6,19,1.36,213,38.73
WMT12020,Product_12020,Bakery,94.61,26,0.81,151,61.31
WMT12021,Product_12021,Vegetables,102.91,22,0.61,105,50.22
WMT12022,Product_12022,Dairy,110.4,29,1.24,108,109.52
WMT12023,Product_12023,Fruits,91.15,8,0.71,189,54.36
WMT12024,Product_12024,Bakery,196.45,14,1.25,46,196.45
WMT12025,Product_12025,Dairy,93.26,28,1.49,113,111.17
WMT12026,Product_12026,Meat,32.85,27,0.52,195,13.67
WMT12027,Product_12027,Vegetables,188.25,7,0.68,217,110.09
WMT12028,Product_12028,Meat,147.12,23,0.89,236,104.75
WMT12029,Product_12029,Meat,90.68,20,1.32,292,95.76
WMT12030,Product_12030,Fruits,49.17,8,0.8,252,33.04
WMT12031,Product_12031,Vegetables,103.17,23,0.89,258,73.46
WMT12032,Product_12032,Dairy,148.79,26,0.93,46,110.7
WMT12033,Product_12033,Meat,75.76,1,1.22,165,90.58
WMT12034,Product_12034,Bakery,167.24,19,1.02,75,136.47
WMT12035,Product_12035,Vegetables,169.08,6,0.76,248,113.08
WMT12036,Product_12036,Fruits,192.51,18,1.2,259,184.81
WMT12037,Product_12037,Meat,74.9,10,0.58,123,34.75
WMT12038,Product_12038,Dairy,176.91,29,0.51,34,72.18
WMT12039,Product_12039,Meat,93.72,22,0.91,254,68.23
WMT12040,Product_12040,Vegetables,168.61,3,1.47,43,232.99
WMT12041,Product_12041,Dairy,83.16,25,1.22,173,81.16
WMT12042,Product_12042,Fruits,147.7,3,0.99,253,137.45
WMT12043,Product_12043,Bakery,174.64,27,0.86,148,120.15
WMT12044,Product_12044,Vegetables,126.7,23,1.28,74,129.74
WMT12045,Product_12045,Bakery,101.43,14,1.22,225,99.0
WMT12046,Product_12046,Meat,56.65,12,1.37,209,62.09
WMT12047,Product_12047,Fruits,26.3,13,1.16,111,24.41
WMT12048,Product_12048,Fruits,73.29,30,0.77,143,45.15
WMT12049,Product_12049,Fruits,89.29,12,1.44,163,102.86
WMT12050,Product_12050,Vegetables,58.24,23,1.1,188,51.25
WMT12051,Product_12051,Bakery,117.94,25,1.4,113,132.09
WMT12052,Product_12052,Vegetables,77.86,20,1.17,208,72.88
WMT12053,Product_12053,Fruits,71.11,17,1.11,53,63.15
WMT12054,Product_12054,Fruits,163.95,18,1.48,24,194.12
WMT12055,Product_12055,Meat,36.07,17,1.03,171,29.72
WMT12056,Product_12056,Dairy,137.98,22,0.94,51,103.76
WMT12057,Product_12057,Bakery,45.16,21,1.2,109,43.35
WMT12058,Product_12058,Bakery,183.35,1,1.1,289,197.65
WMT12059,Product_12059,Fruits,195.34,11,0.63,52,98.45
WMT12060,Product_12060,Bakery,163.96,9,1.48,24,198.98
WMT12061,Product_12061,Dairy,136.47,1,1.13,62,151.13
WMT12062,Product_12062,Vegetables,110.5,20,1.39,181,122.88
WMT12063,Product_12063,Vegetables,120.77,26,0.63,186,60.87
WMT12064,Product_12064,Bakery,56.81,18,1.06,67,48.17
WMT12065,Product_12065,Fruits,43.07,24,1.16,206,39.97
WMT12066,Product_12066,Fruits,29.66,3,0.79,130,22.03
WMT12067,Product_12067,Dairy,84.42,4,0.7,169,54.37
WMT12068,Product_12068,Dairy,129.19,7,0.74,48,82.22
WMT12069,Product_12069,Vegetables,30.06,18,0.61,181,14.67
WMT12070,Product_12070,Meat,123.31,7,0.67,186,71.05
WMT12071,Product_12071,Vegetables,131.17,2,0.98,179,123.4
WMT12072,Product_12072,Meat,62.16,23,0.6,71,29.84
WMT12073,Product_12073,Bakery,199.5,6,1.32,75,231.74
WMT12074,Product_12074,Fruits,146.25,4,1.3,112,174.92
WMT12075,Product_12075,Bakery,137.67,13,1.33,157,146.48
WMT12076,Product_12076,Bakery,53.36,2,0.57,94,29.2
WMT12077,Product_12077,Meat,148.21,27,1.41,103,167.18
WMT12078,Product_12078,Fruits,49.69,11,1.09,225,43.33
WMT12079,Product_12079,Vegetables,191.81,3,0.57,150,102.77
WMT12080,Product_12080,Fruits,75.58,24,1.44,93,87.07
WMT12081,Product_12081,Dairy,32.44,15,0.98,286,25.43
WMT12082,Product_12082,Fruits,109.97,19,0.59,95,51.91
WMT12083,Product_12083,Dairy,93.36,26,1.37,70,102.32
WMT12084,Product_12084,Vegetables,160.86,18,1.03,225,132.55
WMT12085,Product_12085,Dairy,98.96,23,1.47,180,116.38
WMT12086,Product_12086,Meat,167.62,3,0.66,44,103.99
WMT12087,Product_12087,Fruits,184.88,23,0.82,229,121.28
WMT12088,Product_12088,Bakery,142.34,15,1.25,21,142.34
WMT12089,Product_12089,Dairy,176.74,10,0.58,185,82.01
WMT12090,Product_12090,Dairy,56.24,3,1.49,12,78.77
WMT12091,Product_12091,Vegetables,118.55,7,0.78,240,79.52
WMT12092,Product_12092,Fruits,119.49,11,1.01,143,96.55
WMT12093,Product_12093,Dairy,88.07,14,0.75,55,52.84
WMT12094,Product_12094,Vegetables,93.58,27,1.01,195,75.61
WMT12095,Product_12095,Fruits,72.11,12,0.85,12,49.03
WMT12096,Product_12096,Dairy,143.06,8,1.06,246,127.38
WMT12097,Product_12097,Dairy,23.31,4,0.51,100,10.94
WMT12098,Product_12098,Fruits,21.29,29,0.51,125,8.69
WMT12099,Product_12099,Meat,190.11,22,1.12,277,170.34
WMT12100,Product_12100,Fruits,139.38,29,1.41,183,157.22
WMT12101,Product_12101,Fruits,107.79,3,1.2,159,121.59
WMT12102,Product_12102,Bakery,78.99,10,0.84,94,53.08
WMT12103,Product_12103,Bakery,173.42,30,1.28,288,177.58
WMT12104,Product_12104,Meat,124.46,28,0.51,236,50.78
WMT12105,Product_12105,Dairy,93.71,10,1.46,177,109.45
WMT12106,Product_12106,Fruits,85.76,16,0.59,267,40.48
WMT12107,Product_12107,Meat,169.24,15,0.58,81,78.53
WMT12108,Product_12108,Meat,83.01,15,0.5,136,33.2
WMT12109,Product_12109,Vegetables,23.28,1,0.57,19,13.0
WMT12110,Product_12110,Bakery,40.75,17,1.19,157,38.79
WMT12111,Product_12111,Dairy,36.34,1,1.21,86,43.09
WMT12112,Product_12112,Fruits,85.56,7,0.64,26,47.09
WMT12113,Product_12113,Meat,184.99,7,0.82,264,130.45
WMT12114,Product_12114,Dairy,29.32,23,1.42,50,33.31
WMT12115,Product_12115,Vegetables,49.12,25,0.9,16,35.37
WMT12116,Product_12116,Fruits,59.91,10,1.39,136,66.62
WMT12117,Product_12117,Meat,143.22,12,0.79,72,90.52
WMT12118,Product_12118,Vegetables,55.74,29,1.37,148,61.09
WMT12119,Product_12119,Vegetables,151.19,20,0.63,88,76.2
WMT12120,Product_12120,Vegetables,89.99,9,1.12,73,82.65
WMT12121,Product_12121,Dairy,124.67,25,0.6,26,59.84
WMT12122,Product_12122,Fruits,103.7,29,1.41,206,116.97
WMT12123,Product_12123,Fruits,96.71,3,1.19,187,108.18
WMT12124,Product_12124,Bakery,134.24,20,1.42,123,152.5
WMT12125,Product_12125,Fruits,184.83,17,1.06,26,156.74
WMT12126,Product_12126,Meat,73.72,3,1.17,128,81.08
WMT12127,Product_12127,Bakery,24.12,8,0.79,49,16.01
WMT12128,Product_12128,Vegetables,133.37,10,0.74,176,78.96
WMT12129,Product_12129,Fruits,68.22,14,0.53,178,28.93
WMT12130,Product_12130,Bakery,51.59,28,1.2,217,49.53
WMT12131,Product_12131,Meat,41.51,21,1.19,37,39.52
WMT12132,Product_12132,Meat,131.52,27,0.99,132,104.16
WMT12133,Product_12133,Fruits,66.87,3,0.98,285,61.6
WMT12134,Product_12134,Meat,164.37,28,0.76,154,99.94
WMT12135,Product_12135,Vegetables,191.45,7,1.47,157,242.03
WMT12136,Product_12136,Bakery,155.83,6,1.43,189,196.1
WMT12137,Product_12137,Meat,108.88,5,1.22,260,119.55
WMT12138,Product_12138,Fruits,23.39,13,0.69,29,12.91
WMT12139,Product_12139,Fruits,174.98,14,0.78,170,109.19
WMT12140,Product_12140,Dairy,87.5,6,1.18,170,90.86
WMT12141,Product_12141,Fruits,196.52,18,1.08,280,169.79
WMT12142,Product_12142,Bakery,49.29,13,1.42,134,55.99
WMT12143,Product_12143,Vegetables,91.4,18,1.26,190,92.13
WMT12144,Product_12144,Bakery,194.44,24,1.5,48,233.33
WMT12145,Product_12145,Meat,152.49,12,0.83,231,101.25
WMT12146,Product_12146,Vegetables,136.79,2,0.76,246,99.8
WMT12147,Product_12147,Vegetables,160.18,19,1.31,185,167.87
WMT12148,Product_12148,Dairy,179.67,12,0.52,19,74.74
WMT12149,Product_12149,Meat,171.17,12,0.69,34,94.49
WMT12150,Product_12150,Bakery,178.26,11,1.27,156,181.11
WMT12151,Product_12151,Vegetables,83.32,16,1.48,191,98.65
WMT12152,Product_12152,Fruits,20.14,22,1.44,219,23.2
WMT12153,Product_12153,Bakery,89.75,3,1.18,52,99.55
WMT12154,Product_12154,Fruits,186.45,9,1.06,204,162.06
WMT12155,Product_12155,Vegetables,71.33,4,0.98,202,64.31
WMT12156,Product_12156,Fruits,86.13,30,1.25,152,86.13
WMT12157,Product_12157,Vegetables,83.48,8,0.77,294,53.99
WMT12158,Product_12158,Vegetables,114.11,25,1.25,245,114.11
WMT12159,Product_12159,Vegetables,57.54,1,1.45,118,81.76
WMT12160,Product_12160,Vegetables,90.53,17,0.61,147,44.18
WMT12161,Product_12161,Vegetables,103.26,17,1.24,121,102.43
WMT12162,Product_12162,Dairy,46.78,18,0.93,79,34.8
WMT12163,Product_12163,Bakery,120.9,17,1.12,161,108.33
WMT12164,Product_12164,Dairy,70.75,7,0.73,102,44.42
WMT12165,Product_12165,Vegetables,124.08,12,0.85,136,84.37
WMT12166,Product_12166,Dairy,55.87,30,1.17,287,52.29
WMT12167,Product_12167,Meat,191.34,24,0.5,275,76.54
WMT12168,Product_12168,Bakery,46.96,24,0.71,94,26.67
WMT12169,Product_12169,Fruits,151.19,2,1.17,193,169.82
WMT12170,Product_12170,Meat,115.77,27,1.47,17,136.15
WMT12171,Product_12171,Bakery,194.2,1,1.43,19,272.15
WMT12172,Product_12172,Bakery,151.55,23,0.56,15,67.89
WMT12173,Product_12173,Fruits,148.12,13,1.18,15,139.83
WMT12174,Product_12174,Meat,177.77,12,0.74,164,105.24
WMT12175,Product_12175,Bakery,110.98,17,1.03,219,91.45
WMT12176,Product_12176,Bakery,115.12,7,0.72,119,71.28
WMT12177,Product_12177,Bakery,37.63,9,0.82,219,25.3
WMT12178,Product_12178,Fruits,91.98,16,1.11,249,81.68
WMT12179,Product_12179,Dairy,142.11,24,1.16,50,131.88
WMT12180,Product_12180,Vegetables,189.31,12,0.8,149,121.16
WMT12181,Product_12181,Meat,180.07,29,1.2,183,172.87
WMT12182,Product_12182,Vegetables,150.28,29,0.85,263,102.19
WMT12183,Product_12183,Dairy,115.44,13,1.24,270,114.52
WMT12184,Product_12184,Vegetables,71.32,14,0.79,213,45.07
WMT12185,Product_12185,Bakery,76.1,20,1.47,126,89.49
WMT12186,Product_12186,Vegetables,55.22,3,1.4,91,72.67
WMT12187,Product_12187,Dairy,76.52,2,1.1,35,80.81
WMT12188,Product_12188,Dairy,138.84,17,1.42,228,157.72
WMT12189,Product_12189,Dairy,154.42,10,1.23,244,151.95
WMT12190,Product_12190,Fruits,96.54,16,0.66,255,50.97
WMT12191,Product_12191,Dairy,190.74,3,1.17,59,209.78
WMT12192,Product_12192,Fruits,176.26,3,1.22,194,202.13
WMT12193,Product_12193,Bakery,157.77,15,0.64,20,80.78
WMT12194,Product_12194,Dairy,97.79,3,1.19,150,109.39
WMT12195,Product_12195,Fruits,161.73,15,1.36,49,175.96
WMT12196,Product_12196,Bakery,194.56,26,1.31,223,203.9
WMT12197,Product_12197,Vegetables,137.47,28,0.8,79,87.98
WMT12198,Product_12198,Fruits,23.22,7,0.88,212,17.57
WMT12199,Product_12199,Dairy,134.84,25,0.8,75,86.3
WMT12200,Product_12200,Dairy,109.39,14,1.43,95,125.14
WMT12201,Product_12201,Bakery,66.93,2,0.97,92,62.33
WMT12202,Product_12202,Bakery,45.07,23,1.19,173,42.91
WMT12203,Product_12203,Dairy,25.27,6,1.1,176,24.46
WMT12204,Product_12204,Meat,177.49,19,0.51,106,72.42
WMT12205,Product_12205,Bakery,138.58,19,1.21,273,134.15
WMT12206,Product_12206,Meat,167.44,27,1.23,124,164.76
WMT12207,Product_12207,Bakery,173.79,6,1.23,43,188.11
WMT12208,Product_12208,Vegetables,29.53,11,0.84,189,19.84
WMT12209,Product_12209,Meat,136.97,21,1.4,14,153.41
WMT12210,Product_12210,Meat,72.88,24,1.2,31,69.96
WMT12211,Product_12211,Meat,161.56,9,1.31,250,173.55
WMT12212,Product_12212,Fruits,179.58,29,1.11,251,159.47
WMT12213,Product_12213,Fruits,99.66,24,1.0,206,79.73
WMT12214,Product_12214,Dairy,130.48,23,0.71,119,74.11
WMT12215,Product_12215,Vegetables,60.82,2,1.21,61,70.65
WMT12216,Product_12216,Bakery,183.75,9,0.9,93,135.61
WMT12217,Product_12217,Meat,105.26,17,0.91,23,76.63
WMT12218,Product_12218,Dairy,120.97,30,1.22,140,118.07
WMT12219,Product_12219,Dairy,172.06,2,1.27,103,209.78
WMT12220,Product_12220,Dairy,28.49,21,0.96,204,21.88
WMT12221,Product_12221,Meat,67.27,6,0.92,94,54.46
WMT12222,Product_12222,Bakery,86.5,1,1.39,280,117.83
WMT12223,Product_12223,Dairy,38.05,11,1.46,188,44.44
WMT12224,Product_12224,Bakery,82.65,28,1.39,243,91.91
WMT12225,Product_12225,Dairy,127.56,7,1.29,131,141.52
WMT12226,Product_12226,Meat,153.41,10,1.31,239,160.77
WMT12227,Product_12227,Meat,175.57,4,0.66,172,106.61
WMT12228,Product_12228,Dairy,50.72,26,1.18,210,47.88
WMT12229,Product_12229,Vegetables,168.36,19,1.04,272,140.08
WMT12230,Product_12230,Dairy,120.1,13,1.3,148,124.9
WMT12231,Product_12231,Bakery,100.48,3,0.97,219,91.62
WMT12232,Product_12232,Vegetables,70.86,2,0.85,216,57.82
WMT12233,Product_12233,Vegetables,27.93,30,1.49,79,33.29
WMT12234,Product_12234,Dairy,38.85,9,1.0,193,31.86
WMT12235,Product_12235,Dairy,75.31,10,1.42,52,85.55
WMT12236,Product_12236,Fruits,194.21,17,0.68,105,105.65
WMT12237,Product_12237,Vegetables,66.85,7,1.14,42,65.54
WMT12238,Product_12238,Vegetables,142.38,20,0.87,276,99.1
WMT12239,Product_12239,Meat,174.72,27,1.5,39,209.66
WMT12240,Product_12240,Meat,183.34,15,1.34,84,196.54
WMT12241,Product_12241,Bakery,113.27,21,0.74,159,67.06
WMT12242,Product_12242,Fruits,107.83,2,1.11,10,114.9
WMT12243,Product_12243,Bakery,123.75,24,1.18,170,116.82
WMT12244,Product_12244,Vegetables,82.87,3,0.78,49,60.76
WMT12245,Product_12245,Bakery,161.46,20,0.72,226,93.0
WMT12246,Product_12246,Dairy,78.19,7,1.42,91,95.49
WMT12247,Product_12247,Vegetables,189.42,5,0.55,155,93.76
WMT12248,Product_12248,Meat,129.78,29,1.0,133,103.82
WMT12249,Product_12249,Dairy,169.42,26,1.07,85,145.02
WMT12250,Product_12250,Meat,44.08,6,0.75,246,29.09
WMT12251,Product_12251,Meat,40.63,30,1.39,61,45.18
WMT12252,Product_12252,Meat,136.24,15,1.23,199,134.06
WMT12253,Product_12253,Meat,102.1,27,0.84,110,68.61
WMT12254,Product_12254,Bakery,158.22,1,1.49,74,231.03
WMT12255,Product_12255,Bakery,26.1,22,1.12,290,23.39
WMT12256,Product_12256,Meat,31.35,20,1.06,72,26.58
WMT12257,Product_12257,Vegetables,119.84,22,0.69,22,66.15
WMT12258,Product_12258,Vegetables,70.75,7,1.42,148,86.4
WMT12259,Product_12259,Fruits,22.48,8,1.43,210,27.0
WMT12260,Product_12260,Fruits,145.78,23,0.88,220,102.63
WMT12261,Product_12261,Dairy,172.42,10,1.33,36,183.45
WMT12262,Product_12262,Bakery,144.13,27,1.28,88,147.59
WMT12263,Product_12263,Vegetables,61.36,5,0.69,269,38.1
